"name","dept","area","count","adjustedcount","year"
Michael L. Scott,University of Rochester,ppopp,1.0,0.33333,1990
Michael L. Scott,University of Rochester,ppopp,1.0,0.5,1991
Michael L. Scott,University of Rochester,ppopp,1.0,0.33333,1995
Michael L. Scott,University of Rochester,ppopp,1.0,0.5,2001
Michael L. Scott,University of Rochester,ppopp,1.0,0.2,2003
Michael L. Scott,University of Rochester,ppopp,1.0,0.33333,2006
Michael L. Scott,University of Rochester,ppopp,1.0,0.25,2009
Michael L. Scott,University of Rochester,ppopp,1.0,0.33333,2010
Michael L. Scott,University of Rochester,ppopp,1.0,0.5,2013
Michael L. Scott,University of Rochester,ppopp,1.0,0.5,2015
Michael L. Scott,University of Rochester,ppopp,1.0,0.2,2018
Michael L. Scott,University of Rochester,ppopp,1.0,0.5,2019
Michael M. Swift,University of Wisconsin - Madison,socc,1.0,0.2,2014
Michael M. Swift,University of Wisconsin - Madison,socc,1.0,0.2,2016
Michael M. Swift,University of Wisconsin - Madison,socc,1.0,0.14286,2017
Michael M. Swift,University of Wisconsin - Madison,socc,1.0,0.2,2018
Michael Philippsen,University of Erlangen–Nuremberg,cgo,1.0,0.16667,2007
Michael Philippsen,University of Erlangen–Nuremberg,ppopp,1.0,1.0,1995
Michael Pradel,University of Stuttgart,cgo,1.0,0.33333,2018
Michael Pradel,University of Stuttgart,ecoop,1.0,0.5,2015
Michel Steuwer,University of Edinburgh,cgo,1.0,0.33333,2017
Michel Steuwer,University of Edinburgh,cgo,1.0,0.2,2018
Michel Steuwer,University of Edinburgh,cgo,1.0,0.5,2021
Michel Wermelinger,Open University UK,ecoop,1.0,0.25,2011
Michio Honda,University of Edinburgh,socc,2.0,0.45,2017
Mikko H. Lipasti,University of Wisconsin - Madison,cgo,1.0,0.5,2006
Milind Kulkarni 0001,Purdue University,cgo,1.0,0.25,2017
Milind Kulkarni 0001,Purdue University,cgo,1.0,0.33333,2022
Milind Kulkarni 0001,Purdue University,ecoop,1.0,0.125,2017
Milind Kulkarni 0001,Purdue University,ppopp,1.0,0.2,2009
Milind Kulkarni 0001,Purdue University,ppopp,1.0,0.125,2010
Milind Kulkarni 0001,Purdue University,ppopp,2.0,0.5,2017
Milind Kulkarni 0001,Purdue University,socc,1.0,0.16667,2013
Milind Tambe,Harvard University,ppopp,1.0,0.2,1990
Mingyu Chen 0001,Chinese Academy of Sciences,ppopp,1.0,0.16667,2017
Minlan Yu,Harvard University,socc,1.0,0.33333,2015
Minyi Guo,Shanghai Jiao Tong University,socc,1.0,0.14286,2021
Minyi Guo,Shanghai Jiao Tong University,socc,1.0,0.11111,2022
Mira Mezini,TU Darmstadt,ecoop,1.0,1.0,1997
Mira Mezini,TU Darmstadt,ecoop,1.0,0.25,2002
Mira Mezini,TU Darmstadt,ecoop,2.0,0.83333,2005
Mira Mezini,TU Darmstadt,ecoop,1.0,0.33333,2010
Mira Mezini,TU Darmstadt,ecoop,1.0,0.2,2017
Mira Mezini,TU Darmstadt,ecoop,2.0,0.4,2018
Mira Mezini,TU Darmstadt,ecoop,1.0,0.2,2019
Mira Mezini,TU Darmstadt,ecoop,1.0,0.2,2021
Miryung Kim,Univ. of California - Los Angeles,socc,1.0,0.14286,2016
Miryung Kim,Univ. of California - Los Angeles,socc,1.0,0.16667,2017
Miryung Kim,Univ. of California - Los Angeles,socc,1.0,0.25,2019
Miryung Kim,Univ. of California - Los Angeles,socc,1.0,0.33333,2020
Miryung Kim,Univ. of California - Los Angeles,socc,1.0,0.5,2021
Mohammad Alian,University of Kansas,socc,1.0,0.2,2018
Mohammad Hassan Hajiesmaili,University of Massachusetts Amherst,socc,1.0,0.125,2021
Mohammad Shahrad,University of British Columbia,socc,1.0,0.5,2016
Mohammad Shahrad,University of British Columbia,socc,1.0,0.16667,2017
Mohammad Shahrad,University of British Columbia,socc,2.0,0.58333,2021
Mohsen Imani,Univ. of California - Irvine,socc,1.0,0.25,2020
Mohsen Lesani,Univ. of California - Riverside,ppopp,1.0,0.5,2011
Monica S. Lam,Stanford University,ppopp,1.0,0.5,1991
Monica S. Lam,Stanford University,ppopp,1.0,0.33333,1995
Monica S. Lam,Stanford University,ppopp,1.0,0.2,1999
Monica S. Lam,Stanford University,ppopp,1.0,0.33333,2001
Mor Harchol-Balter,Carnegie Mellon University,socc,1.0,0.2,2014
Mor Harchol-Balter,Carnegie Mellon University,socc,1.0,0.33333,2016
Mor Harchol-Balter,Carnegie Mellon University,socc,1.0,0.33333,2017
Muhammad Ali Gulzar,Virginia Tech,socc,1.0,0.14286,2016
Muhammad Ali Gulzar,Virginia Tech,socc,1.0,0.16667,2017
Muhammad Ali Gulzar,Virginia Tech,socc,1.0,0.25,2019
Muhammad Ali Gulzar,Virginia Tech,socc,1.0,0.33333,2020
Muhammad Ali Gulzar,Virginia Tech,socc,1.0,0.5,2021
Murray Cole,University of Edinburgh,cgo,1.0,0.2,2019
Murray Cole,University of Edinburgh,cgo,1.0,0.25,2021
Murray Cole,University of Edinburgh,ppopp,1.0,0.33333,2021
Myra B. Cohen,Iowa State University,cgo,1.0,0.25,2010
Mythili Vutukuru,IIT Bombay,socc,1.0,0.25,2018
Máire O'Neill,Queen's University Belfast,socc,1.0,0.25,2016
Nada Amin,Harvard University,ecoop,1.0,0.25,2012
Nadia Polikarpova,Univ. of California - San Diego,ecoop,1.0,0.5,2020
Naftaly H. Minsky,Rutgers University,ecoop,1.0,1.0,1996
Nam Sung Kim,Univ. of Illinois at Urbana-Champaign,socc,1.0,0.2,2018
Nancy M. Amato,Univ. of Illinois at Urbana-Champaign,ppopp,1.0,0.16667,2005
Nancy M. Amato,Univ. of Illinois at Urbana-Champaign,ppopp,1.0,0.071429,2011
Narayanan Vijaykrishnan,Pennsylvania State University,ecoop,1.0,0.33333,1998
Narayanan Vijaykrishnan,Pennsylvania State University,socc,1.0,0.33333,2018
Nate Foster,Cornell University,ecoop,1.0,0.5,2004
Nate Foster,Cornell University,ecoop,1.0,0.16667,2014
Nate Foster,Cornell University,ecoop,1.0,0.2,2019
Nathan Beckmann,Carnegie Mellon University,socc,1.0,0.125,2010
Nathaniel Nystrom,Università della Svizzera italiana,ecoop,1.0,0.33333,2002
Nectarios Koziris,NTUA,ppopp,1.0,0.25,2011
Neelakantan R. Krishnaswami,University of Cambridge,ecoop,2.0,0.75,2019
Neeraj Mittal,University of Texas at Dallas,ppopp,1.0,0.5,2014
Neville Grech,University of Malta,ecoop,1.0,0.33333,2018
Neville Grech,University of Malta,ecoop,1.0,0.2,2020
Ney Laert Vilar Calazans,PUC-RS,socc,1.0,0.25,2010
Ney Laert Vilar Calazans,PUC-RS,socc,1.0,0.25,2011
Nicole McFarlane,University of Tennessee,socc,1.0,0.5,2021
Niki Vazou,IMDEA Software Institute,ecoop,1.0,0.25,2022
Ning Gu,Fudan University,socc,1.0,0.25,2022
Nir Shavit,Massachusetts Institute of Technology,cgo,1.0,0.5,2007
Nir Shavit,Massachusetts Institute of Technology,ppopp,1.0,0.33333,2012
Nir Shavit,Massachusetts Institute of Technology,ppopp,1.0,0.16667,2013
Nir Shavit,Massachusetts Institute of Technology,ppopp,1.0,0.25,2015
Nir Shavit,Massachusetts Institute of Technology,ppopp,1.0,0.11111,2017
Noam Rinetzky,Tel Aviv University,ppopp,1.0,0.25,2018
Nobuko Yoshida,Imperial College London,ecoop,1.0,0.25,2006
Nobuko Yoshida,Imperial College London,ecoop,1.0,0.33333,2008
Nobuko Yoshida,Imperial College London,ecoop,1.0,0.2,2010
Nobuko Yoshida,Imperial College London,ecoop,1.0,0.5,2016
Nobuko Yoshida,Imperial College London,ecoop,1.0,0.25,2017
Nobuko Yoshida,Imperial College London,ecoop,1.0,0.25,2019
Nobuko Yoshida,Imperial College London,ecoop,2.0,0.75,2020
Nobuko Yoshida,Imperial College London,ecoop,2.0,0.53333,2022
Nobuko Yoshida,Imperial College London,ppopp,1.0,0.25,2015
Nobuko Yoshida,Imperial College London,ppopp,1.0,0.33333,2022
Norbert Wehn,TU Kaiserslautern,socc,1.0,0.14286,2020
Nuno Santos 0001,Universidade de Lisboa,ecoop,1.0,0.25,2022
Odej Kao,TU Berlin,socc,1.0,0.16667,2010
Ole Lehrmann Madsen,Aarhus University,ecoop,1.0,0.25,1987
Ole Lehrmann Madsen,Aarhus University,ecoop,2.0,1.0,1988
Ole Lehrmann Madsen,Aarhus University,ecoop,1.0,0.1,1998
Ole Lehrmann Madsen,Aarhus University,ecoop,1.0,1.0,2000
Ole Lehrmann Madsen,Aarhus University,ecoop,1.0,1.0,2006
Olin Shivers,Northeastern University,ecoop,1.0,0.5,2004
Ondrej Lhoták,University of Waterloo,ecoop,1.0,0.33333,2007
Ondrej Lhoták,University of Waterloo,ecoop,1.0,0.5,2012
Ondrej Lhoták,University of Waterloo,ecoop,1.0,0.5,2013
Ondrej Lhoták,University of Waterloo,ecoop,1.0,0.2,2014
Ondrej Lhoták,University of Waterloo,ecoop,4.0,1.2833,2020
Onur Mutlu,ETH Zurich,cgo,1.0,0.25,2006
Onur Mutlu,ETH Zurich,cgo,1.0,0.25,2007
Onur Mutlu,ETH Zurich,cgo,1.0,0.16667,2019
Onur Mutlu,ETH Zurich,cgo,1.0,0.2,2022
Ori Lahav,Tel Aviv University,ecoop,2.0,0.53333,2017
Ori Lahav,Tel Aviv University,ecoop,1.0,0.2,2020
Osbert Bastani,University of Pennsylvania,ecoop,1.0,0.2,2019
Oscar Nierstrasz,University of Bern,ecoop,1.0,0.5,1988
Oscar Nierstrasz,University of Bern,ecoop,1.0,0.25,2003
Oscar Nierstrasz,University of Bern,ecoop,1.0,0.25,2004
Oscar Nierstrasz,University of Bern,ecoop,1.0,0.33333,2008
Oscar Nierstrasz,University of Bern,ecoop,1.0,0.33333,2010
Ozcan Ozturk 0001,Bilkent University,cgo,1.0,0.25,2007
Ozcan Ozturk 0001,Bilkent University,socc,1.0,0.25,2005
P. Madhusudan,Univ. of Illinois at Urbana-Champaign,ppopp,1.0,0.33333,2011
P. Sadayappan,University of Utah,cgo,1.0,0.16667,2010
P. Sadayappan,University of Utah,cgo,1.0,0.2,2011
P. Sadayappan,University of Utah,cgo,1.0,0.33333,2015
P. Sadayappan,University of Utah,cgo,1.0,0.125,2019
P. Sadayappan,University of Utah,cgo,1.0,0.25,2022
P. Sadayappan,University of Utah,ppopp,1.0,0.5,1991
P. Sadayappan,University of Utah,ppopp,1.0,0.14286,2005
P. Sadayappan,University of Utah,ppopp,1.0,0.33333,2007
P. Sadayappan,University of Utah,ppopp,1.0,0.16667,2008
P. Sadayappan,University of Utah,ppopp,1.0,0.16667,2009
P. Sadayappan,University of Utah,ppopp,2.0,0.28571,2015
P. Sadayappan,University of Utah,ppopp,1.0,0.2,2017
P. Sadayappan,University of Utah,ppopp,1.0,0.16667,2018
P. Sadayappan,University of Utah,ppopp,1.0,0.2,2019
Panagiota Fatourou,University of Crete,ppopp,1.0,0.5,2012
Panagiota Fatourou,University of Crete,ppopp,1.0,0.16667,2021
Panagiota Fatourou,University of Crete,ppopp,2.0,0.53333,2022
Panagiotis Karras,Aarhus University,ppopp,1.0,0.25,2012
Pangfeng Liu,National Taiwan University,cgo,1.0,0.125,2012
Panruo Wu,University of Houston,ppopp,1.0,0.11111,2017
Panruo Wu,University of Houston,socc,1.0,0.16667,2020
Paolo Bientinesi,RWTH Aachen,cgo,2.0,0.58333,2018
Paolo Bientinesi,RWTH Aachen,ppopp,1.0,0.16667,2008
Paolo Romano 0002,Universidade de Lisboa,ppopp,1.0,0.5,2014
Paolo Romano 0002,Universidade de Lisboa,ppopp,1.0,0.25,2019
Paolo Romano 0002,Universidade de Lisboa,ppopp,1.0,0.2,2021
Partha Pratim Pande,Washington State University,socc,1.0,0.25,2010
Partha Pratim Pande,Washington State University,socc,1.0,0.33333,2012
Pat Hanrahan,Stanford University,ppopp,1.0,0.11111,2007
Pat Hanrahan,Stanford University,ppopp,1.0,0.125,2008
Patrick Eugster,Università della Svizzera italiana,ecoop,1.0,0.33333,2000
Patrick Eugster,Università della Svizzera italiana,ecoop,1.0,0.33333,2007
Patrick Eugster,Università della Svizzera italiana,ecoop,1.0,0.5,2009
Patrick Eugster,Università della Svizzera italiana,ecoop,1.0,0.2,2013
Patrick Eugster,Università della Svizzera italiana,socc,1.0,0.2,2016
Patrick Eugster,Università della Svizzera italiana,socc,1.0,0.2,2017
Patrick Lam 0001,University of Waterloo,ecoop,1.0,0.5,2003
Patrick Lam 0001,University of Waterloo,ecoop,1.0,0.5,2016
Patrick P. C. Lee,Chinese University of Hong Kong,socc,1.0,0.33333,2019
Paul Feautrier,Ecole Normale Superieure de Lyon,ppopp,1.0,0.33333,1995
Paul Feautrier,Ecole Normale Superieure de Lyon,ppopp,1.0,0.2,2003
Paul Feautrier,Ecole Normale Superieure de Lyon,ppopp,1.0,0.25,2013
Paul Gratz,Texas A&M University,socc,1.0,0.2,2014
Paul Pop,DTU,socc,1.0,0.33333,2011
Paulo Borba,UFPE,ecoop,1.0,0.33333,2003
Paulo Borba,UFPE,ecoop,1.0,0.090909,2007
Paulo Ferreira 0001,Universidade de Lisboa,ecoop,1.0,0.5,1998
Paulo Ferreira 0001,Universidade de Lisboa,ppopp,1.0,0.2,2010
Pearl Y. Wang,George Mason University,ppopp,1.0,0.33333,1991
Pedro Adão,Universidade de Lisboa,ecoop,1.0,0.25,2022
Pedro Fonseca 0001,Purdue University,socc,1.0,0.2,2019
Pejman Lotfi-Kamran,IPM,socc,1.0,0.2,2005
Pen-Chung Yew,University of Minnesota,cgo,1.0,0.25,2003
Pen-Chung Yew,University of Minnesota,cgo,2.0,0.39286,2005
Pen-Chung Yew,University of Minnesota,cgo,1.0,0.2,2009
Pen-Chung Yew,University of Minnesota,cgo,2.0,0.5,2010
Pen-Chung Yew,University of Minnesota,cgo,1.0,0.125,2012
Pen-Chung Yew,University of Minnesota,cgo,1.0,0.25,2020
Pen-Chung Yew,University of Minnesota,cgo,2.0,0.5,2021
Pen-Chung Yew,University of Minnesota,ppopp,1.0,0.33333,2014
Peng Di,UNSW,cgo,1.0,0.33333,2016
Peng Jiang 0004,University of Iowa,cgo,1.0,0.33333,2016
Peng Jiang 0004,University of Iowa,cgo,1.0,0.5,2018
Peng Jiang 0004,University of Iowa,ppopp,1.0,0.5,2017
Peng Jiang 0004,University of Iowa,ppopp,2.0,0.66667,2020
Peng Li 0001,Univ. of California - Santa Barbara,socc,1.0,0.33333,2012
Pengfei Su 0001,Univ. of California - Merced,ppopp,1.0,0.25,2019
Pengtao Xie,Univ. of California - San Diego,socc,1.0,0.2,2018
Per Larsson-Edefors,Chalmers/GU,cgo,1.0,0.14286,2013
Per Stenström,Chalmers/GU,cgo,1.0,0.14286,2013
Peter A. Buhr,University of Waterloo,ecoop,1.0,0.5,1988
Peter Alvaro,Univ. of California - Santa Cruz,socc,1.0,0.25,2013
Peter Alvaro,Univ. of California - Santa Cruz,socc,1.0,0.16667,2016
Peter Alvaro,Univ. of California - Santa Cruz,socc,1.0,0.25,2018
Peter Alvaro,Univ. of California - Santa Cruz,socc,1.0,0.2,2021
Peter Alvaro,Univ. of California - Santa Cruz,socc,1.0,0.33333,2022
Peter Desnoyers,Northeastern University,socc,1.0,0.14286,2016
Peter Kilpatrick,Queen's University Belfast,ppopp,1.0,0.33333,2022
Peter Müller 0001,ETH Zurich,ecoop,1.0,0.5,2004
Peter Müller 0001,ETH Zurich,ecoop,1.0,0.33333,2007
Peter Müller 0001,ETH Zurich,ecoop,1.0,0.25,2008
Peter Müller 0001,ETH Zurich,ecoop,1.0,0.33333,2011
Peter Müller 0001,ETH Zurich,ecoop,1.0,0.25,2013
Peter Müller 0001,ETH Zurich,ecoop,1.0,0.5,2015
Peter R. Pietzuch,Imperial College London,socc,1.0,0.25,2016
Peter R. Pietzuch,Imperial College London,socc,1.0,0.33333,2019
Peter Sestoft,IT University of Copenhagen,ecoop,1.0,0.5,2008
Peter Steenkiste,Carnegie Mellon University,ppopp,1.0,0.25,1991
Peter Thiemann 0001,University of Freiburg,ecoop,2.0,0.66667,2007
Peter Thiemann 0001,University of Freiburg,ecoop,1.0,0.5,2010
Peter Thiemann 0001,University of Freiburg,ecoop,2.0,0.7,2015
Peter Thiemann 0001,University of Freiburg,ecoop,1.0,0.5,2016
Peter Thiemann 0001,University of Freiburg,ecoop,1.0,0.33333,2022
Petr Tuma 0001,Charles University,ecoop,1.0,0.16667,2013
Philip Brisk,Univ. of California - Riverside,cgo,1.0,0.33333,2018
Philip Brisk,Univ. of California - Riverside,cgo,1.0,0.33333,2020
Philip Brisk,Univ. of California - Riverside,socc,1.0,0.14286,2019
Philip J. Hatcher,University of New Hampshire,ppopp,1.0,0.2,1991
Philip W. Trinder,University of Glasgow,ppopp,1.0,0.25,2020
Philip Wadler,University of Edinburgh,ecoop,1.0,0.33333,1998
Philip Wadler,University of Edinburgh,ecoop,2.0,0.58333,2017
Philipp Haller,KTH Royal Institute of Technology,ecoop,1.0,0.5,2010
Philipp Haller,KTH Royal Institute of Technology,ecoop,1.0,0.33333,2012
Philipp Haller,KTH Royal Institute of Technology,ecoop,1.0,0.33333,2014
Philippa Gardner,Imperial College London,ecoop,1.0,0.2,2010
Philippa Gardner,Imperial College London,ecoop,1.0,0.33333,2014
Philippa Gardner,Imperial College London,ecoop,1.0,0.25,2018
Philippa Gardner,Imperial College London,ecoop,1.0,0.25,2019
Philippa Gardner,Imperial College London,ecoop,2.0,0.5,2020
Phillip B. Gibbons,Carnegie Mellon University,ppopp,1.0,0.25,2012
Phillip B. Gibbons,Carnegie Mellon University,socc,1.0,0.090909,2014
Phillip B. Gibbons,Carnegie Mellon University,socc,1.0,0.11111,2015
Phillip B. Gibbons,Carnegie Mellon University,socc,1.0,0.125,2016
Pinar Tözün,IT University of Copenhagen,socc,1.0,0.25,2017
Pramod Bhatotia,TU Munich,cgo,1.0,0.2,2022
Pramod Bhatotia,TU Munich,socc,1.0,0.14286,2018
Pramod Bhatotia,TU Munich,socc,1.0,0.16667,2020
Prashant J. Shenoy,University of Massachusetts Amherst,socc,1.0,0.2,2015
Prashant J. Shenoy,University of Massachusetts Amherst,socc,2.0,0.375,2021
Prateek Saxena,National University of Singapore,cgo,1.0,0.33333,2008
Prateek Sharma,Indiana University,socc,1.0,0.2,2015
Probir Roy,University of Michigan-Dearborn,cgo,1.0,0.5,2016
Probir Roy,University of Michigan-Dearborn,cgo,1.0,0.25,2018
Purushotham V. Bangalore,University of Alabama - Birmingham,socc,1.0,0.16667,2017
Purushottam Kulkarni,IIT Bombay,socc,1.0,0.33333,2014
Purushottam Kulkarni,IIT Bombay,socc,1.0,0.33333,2015
Purushottam Kulkarni,IIT Bombay,socc,1.0,0.33333,2021
Qiang Guan,Kent State University,ppopp,1.0,0.11111,2017
Qiang Zeng 0001,University of South Carolina,cgo,1.0,0.2,2018
Qing Yi,UCCS,cgo,1.0,1.0,2011
Qing'an Li,Wuhan University,cgo,1.0,0.2,2022
Qinru Qiu,Syracuse University,socc,1.0,0.14286,2016
Qirong Ho,MBZUAI,socc,1.0,0.090909,2014
Qirong Ho,MBZUAI,socc,1.0,0.11111,2015
Qirong Ho,MBZUAI,socc,1.0,0.2,2018
Quan Chen 0002,Shanghai Jiao Tong University,socc,1.0,0.14286,2021
Quan Chen 0002,Shanghai Jiao Tong University,socc,1.0,0.11111,2022
R. Clint Whaley,Indiana University,ppopp,1.0,0.5,2010
R. Govindarajan,IISc Bangalore,cgo,2.0,0.45,2004
R. Govindarajan,IISc Bangalore,cgo,1.0,0.5,2008
R. Govindarajan,IISc Bangalore,cgo,1.0,0.33333,2009
R. Govindarajan,IISc Bangalore,cgo,1.0,0.5,2011
R. Govindarajan,IISc Bangalore,cgo,1.0,0.5,2012
R. Govindarajan,IISc Bangalore,cgo,1.0,0.5,2013
R. Govindarajan,IISc Bangalore,cgo,1.0,0.5,2015
R. Govindarajan,IISc Bangalore,cgo,1.0,0.5,2017
R. Govindarajan,IISc Bangalore,socc,1.0,0.33333,2008
R. Sekar 0001,Stony Brook University,cgo,1.0,0.33333,2008
R. Sekar 0001,Stony Brook University,cgo,1.0,0.33333,2012
R. Sekar 0001,Stony Brook University,cgo,1.0,0.33333,2015
Rachid Guerraoui,EPFL,ecoop,1.0,0.25,1992
Rachid Guerraoui,EPFL,ecoop,1.0,1.0,1994
Rachid Guerraoui,EPFL,ecoop,1.0,0.33333,1996
Rachid Guerraoui,EPFL,ecoop,1.0,0.33333,2000
Rachid Guerraoui,EPFL,ecoop,1.0,0.5,2002
Rachid Guerraoui,EPFL,ecoop,1.0,0.5,2014
Rachid Guerraoui,EPFL,ppopp,1.0,0.5,2008
Rachid Guerraoui,EPFL,ppopp,1.0,0.2,2010
Rachid Guerraoui,EPFL,ppopp,2.0,0.83333,2016
Rachit Agarwal 0001,Cornell University,socc,1.0,0.14286,2015
Radha Jagadeesan,DePaul University,ecoop,1.0,0.33333,2003
Radha Jagadeesan,DePaul University,ppopp,1.0,0.25,2007
Radha Jagadeesan,DePaul University,ppopp,1.0,0.33333,2019
Radu Prodan,University of Klagenfurt,socc,1.0,0.25,2022
Radu Sion,Stony Brook University,socc,1.0,0.25,2014
Raef Bassily,Ohio State University,ecoop,1.0,0.2,2021
Raja Appuswamy,EURECOM,socc,1.0,0.2,2013
Rajasekhar Inkulu,IIT Guwahati,ppopp,1.0,0.2,2009
Rajeev Alur,University of Pennsylvania,ppopp,1.0,0.25,2022
Rajeev Barua,University of Maryland - College Park,ppopp,1.0,0.25,2010
Rajendra K. Raj,Rochester Institute of Technology,ecoop,1.0,0.5,1989
Rajiv Bagai,Wichita State University,ecoop,1.0,0.33333,1994
Rajiv Gupta 0001,Univ. of California - Riverside,cgo,1.0,0.5,2003
Rajiv Gupta 0001,Univ. of California - Riverside,cgo,1.0,0.33333,2004
Rajiv Gupta 0001,Univ. of California - Riverside,cgo,1.0,0.33333,2013
Rajiv Gupta 0001,Univ. of California - Riverside,cgo,1.0,0.14286,2019
Rajiv Gupta 0001,Univ. of California - Riverside,ppopp,1.0,1.0,1990
Rajiv Gupta 0001,Univ. of California - Riverside,ppopp,2.0,0.58333,2011
Rajshekhar Sunderraman,Georgia State University,ecoop,1.0,0.33333,1994
Ralf Lämmel,University of Koblenz-Landau,ecoop,1.0,0.33333,2007
Ramalingam Sridhar,University at Buffalo,socc,1.0,0.5,2010
Ramalingam Sridhar,University at Buffalo,socc,3.0,0.83333,2011
Ramalingam Sridhar,University at Buffalo,socc,1.0,0.2,2012
Ramalingam Sridhar,University at Buffalo,socc,1.0,0.33333,2015
Ramalingam Sridhar,University at Buffalo,socc,1.0,0.25,2016
Ramalingam Sridhar,University at Buffalo,socc,1.0,0.5,2018
Ramesh Govindan,University of Southern California,socc,1.0,0.33333,2021
Ramesh Govindan,University of Southern California,socc,1.0,0.16667,2022
Ramesh K. Sitaraman,University of Massachusetts Amherst,socc,1.0,0.33333,2016
Ramesh K. Sitaraman,University of Massachusetts Amherst,socc,1.0,0.125,2021
Ramon Canal,Polytechnic University of Catalonia,cgo,1.0,0.33333,2004
Randal C. Burns,Johns Hopkins University,ppopp,1.0,0.2,2018
Randal C. Burns,Johns Hopkins University,socc,1.0,0.25,2019
Randy H. Katz,Univ. of California - Berkeley,socc,1.0,0.33333,2014
Randy H. Katz,Univ. of California - Berkeley,socc,1.0,0.14286,2015
Randy H. Katz,Univ. of California - Berkeley,socc,1.0,0.2,2017
Randy H. Katz,Univ. of California - Berkeley,socc,1.0,0.2,2019
Ranjit Jhala,Univ. of California - San Diego,ecoop,1.0,0.33333,2015
Ranjit Jhala,Univ. of California - San Diego,ecoop,1.0,0.33333,2021
Rastislav Bodík,University of Washington,ppopp,1.0,0.25,2008
Rastislav Bodík,University of Washington,ppopp,1.0,0.25,2013
Raul Castro Fernandez,University of Chicago,socc,1.0,0.25,2016
Ravi Chugh,University of Chicago,ecoop,1.0,0.5,2022
Ravi Netravali,Princeton University,socc,3.0,1.0,2019
Ravi Netravali,Princeton University,socc,1.0,0.33333,2021
Ravishankar K. Iyer,Univ. of Illinois at Urbana-Champaign,socc,1.0,0.125,2022
Raymond Chi-Wing Wong,HKUST,socc,1.0,0.2,2019
Reetuparna Das,University of Michigan,cgo,1.0,0.25,2015
Renfa Li,Hunan University,socc,1.0,0.33333,2015
Rezaul Alam Chowdhury,Stony Brook University,cgo,1.0,0.16667,2020
Rezaul Alam Chowdhury,Stony Brook University,ppopp,1.0,0.16667,2015
Rezaul Alam Chowdhury,Stony Brook University,ppopp,1.0,0.125,2016
Ricardo Santos 0002,UFMS,socc,1.0,0.2,2015
Richard E. Jones,University of Kent,ecoop,1.0,0.5,1998
Richard M. Karp,Univ. of California - Berkeley,ppopp,1.0,0.125,1993
Richard T. B. Ma,National University of Singapore,socc,1.0,0.2,2021
Richard T. Snodgrass,University of Arizona,cgo,1.0,0.33333,2012
Richard W. Vuduc,Georgia Institute of Technology,ppopp,1.0,0.33333,2010
Richard W. Vuduc,Georgia Institute of Technology,ppopp,1.0,0.25,2012
Richard W. Vuduc,Georgia Institute of Technology,ppopp,1.0,0.25,2020
Richard Wolski,Univ. of California - Santa Barbara,cgo,1.0,0.25,2007
Richard Wolski,Univ. of California - Santa Barbara,ppopp,1.0,0.33333,2006
Richard Wolski,Univ. of California - Santa Barbara,ppopp,1.0,0.33333,2007
Richard Wolski,Univ. of California - Santa Barbara,socc,1.0,0.33333,2015
Rob van Nieuwpoort,VU Amsterdam,ppopp,1.0,0.2,1999
Rob van Nieuwpoort,VU Amsterdam,ppopp,1.0,0.33333,2001
Rob van Nieuwpoort,VU Amsterdam,ppopp,1.0,0.25,2010
Robbert van Renesse,Cornell University,socc,1.0,0.33333,2013
Robbert van Renesse,Cornell University,socc,1.0,0.14286,2016
Robby,Kansas State University,ecoop,1.0,0.16667,2005
Robert A. van de Geijn,University of Texas at Austin,ppopp,1.0,0.33333,2005
Robert A. van de Geijn,University of Texas at Austin,ppopp,1.0,0.25,2006
Robert A. van de Geijn,University of Texas at Austin,ppopp,2.0,0.33333,2008
Robert A. van de Geijn,University of Texas at Austin,ppopp,1.0,0.25,2009
Robert Biddle,Carleton University,ecoop,1.0,0.5,2002
Robert Bruce Findler,Northwestern University,ecoop,1.0,0.33333,2004
Robert Bruce Findler,Northwestern University,ecoop,1.0,0.14286,2015
Robert D. Cameron,Simon Fraser University,ppopp,1.0,1.0,2008
Robert Hirschfeld,Hasso Plattner Institute,ecoop,1.0,0.14286,2014
Robert J. Stewart 0001,Heriot-Watt University,ppopp,1.0,0.25,2020
Robert J. Walker,University of Calgary,ecoop,1.0,0.33333,2011
Robert M. Kirby,University of Utah,ppopp,1.0,0.16667,2009
Robert Soulé,Yale University,ecoop,1.0,0.16667,2014
Roberto Palmieri,Lehigh University,ppopp,1.0,0.2,2019
Roberto Palmieri,Lehigh University,ppopp,1.0,0.33333,2022
Roberto V. Zicari,Goethe University Frankfurt,ecoop,1.0,0.5,1991
Roberto V. Zicari,Goethe University Frankfurt,ecoop,1.0,0.33333,1993
Rodrigo Bonifácio,Universidade de Brasília,ecoop,1.0,0.2,2021
Rodrigo Rodrigues 0001,Universidade de Lisboa,socc,1.0,0.33333,2020
Roger D. Chamberlain,Washington University in St. Louis,ppopp,1.0,0.25,2012
Roger D. Chamberlain,Washington University in St. Louis,socc,1.0,0.33333,2009
Roger Wattenhofer,ETH Zurich,socc,1.0,0.25,2015
Rohan Padhye,Carnegie Mellon University,socc,1.0,0.2,2021
Ronald Garcia,University of British Columbia,ecoop,1.0,0.25,2011
Rong Chen 0001,Shanghai Jiao Tong University,ppopp,2.0,0.53333,2015
Rong Chen 0001,Shanghai Jiao Tong University,socc,1.0,0.14286,2016
