"name","dept","area","count","adjustedcount","year"
Rong Chen 0001,Shanghai Jiao Tong University,socc,1.0,0.33333,2021
Roxana Geambasu,Columbia University,socc,1.0,0.2,2013
Roy H. Campbell,Univ. of Illinois at Urbana-Champaign,ecoop,1.0,0.25,1989
Roy H. Campbell,Univ. of Illinois at Urbana-Champaign,ecoop,1.0,0.33333,1998
Roy H. Campbell,Univ. of Illinois at Urbana-Champaign,socc,1.0,0.25,2015
Rudolf Eigenmann,University of Delaware,cgo,1.0,0.5,2006
Rudolf Eigenmann,University of Delaware,ppopp,1.0,0.5,1991
Rudolf Eigenmann,University of Delaware,ppopp,2.0,0.7,2001
Rudolf Eigenmann,University of Delaware,ppopp,1.0,0.5,2006
Rudolf Eigenmann,University of Delaware,ppopp,1.0,0.33333,2007
Rudolf Eigenmann,University of Delaware,ppopp,1.0,0.33333,2009
Rudolf Eigenmann,University of Delaware,ppopp,1.0,0.25,2012
Rudolf Eigenmann,University of Delaware,ppopp,1.0,0.2,2017
Ruini Xue,UESTC,ppopp,1.0,0.125,2009
Rumyana Neykova,Brunel University London,ecoop,1.0,0.25,2020
Rumyana Neykova,Brunel University London,ecoop,1.0,0.33333,2022
Rupak Majumdar,Max Planck Society,ecoop,1.0,0.25,2009
Rupak Majumdar,Max Planck Society,ecoop,1.0,0.33333,2015
Rupak Majumdar,Max Planck Society,ecoop,1.0,0.25,2019
Rupak Majumdar,Max Planck Society,ppopp,1.0,0.33333,2019
Rupesh Nasre,IIT Madras,cgo,1.0,0.5,2011
Rupesh Nasre,IIT Madras,ppopp,1.0,0.33333,2013
Rupesh Nasre,IIT Madras,ppopp,1.0,0.5,2016
Ruth Breu,University of Innsbruck,ecoop,1.0,0.14286,1997
Ruurd Kuiper,TU Eindhoven,ecoop,1.0,0.33333,2015
Ryan Stutsman,University of Utah,socc,1.0,0.25,2019
Saba Alimadadi,Simon Fraser University,ecoop,1.0,0.33333,2015
Sakir Sezer,Queen's University Belfast,socc,1.0,0.2,2008
Sakir Sezer,Queen's University Belfast,socc,1.0,0.25,2010
Sakir Sezer,Queen's University Belfast,socc,2.0,0.58333,2011
Sakir Sezer,Queen's University Belfast,socc,2.0,0.45,2012
Sakir Sezer,Queen's University Belfast,socc,2.0,0.58333,2014
Sakir Sezer,Queen's University Belfast,socc,1.0,0.25,2015
Sakir Sezer,Queen's University Belfast,socc,1.0,0.25,2016
Sakir Sezer,Queen's University Belfast,socc,2.0,0.66667,2018
Sakir Sezer,Queen's University Belfast,socc,1.0,0.33333,2019
Sakir Sezer,Queen's University Belfast,socc,1.0,0.5,2020
Sam Tobin-Hochstadt,Indiana University,ecoop,1.0,0.14286,2015
Sam Tobin-Hochstadt,Indiana University,ecoop,1.0,0.125,2017
Sam Tobin-Hochstadt,Indiana University,ppopp,1.0,0.25,2016
Saman P. Amarasinghe,Massachusetts Institute of Technology,cgo,1.0,0.33333,2003
Saman P. Amarasinghe,Massachusetts Institute of Technology,cgo,2.0,1.0,2005
Saman P. Amarasinghe,Massachusetts Institute of Technology,cgo,1.0,0.2,2007
Saman P. Amarasinghe,Massachusetts Institute of Technology,cgo,1.0,0.33333,2010
Saman P. Amarasinghe,Massachusetts Institute of Technology,cgo,1.0,0.16667,2011
Saman P. Amarasinghe,Massachusetts Institute of Technology,cgo,2.0,0.36111,2019
Saman P. Amarasinghe,Massachusetts Institute of Technology,cgo,1.0,0.14286,2020
Saman P. Amarasinghe,Massachusetts Institute of Technology,cgo,2.0,0.66667,2021
Saman P. Amarasinghe,Massachusetts Institute of Technology,cgo,2.0,0.83333,2022
Saman P. Amarasinghe,Massachusetts Institute of Technology,ppopp,1.0,0.33333,1995
Saman P. Amarasinghe,Massachusetts Institute of Technology,ppopp,1.0,0.2,2005
Saman P. Amarasinghe,Massachusetts Institute of Technology,ppopp,1.0,0.33333,2016
Sameer G. Kulkarni,IIT Gandhinagar,socc,1.0,0.33333,2020
Sameer G. Kulkarni,IIT Gandhinagar,socc,1.0,0.1,2021
Samuel Madden,Massachusetts Institute of Technology,socc,1.0,0.2,2017
Samuel N. Kamin,Univ. of Illinois at Urbana-Champaign,cgo,1.0,0.33333,2003
Sandhya Dwarkadas,University of Virginia,ppopp,1.0,0.2,1997
Sandhya Dwarkadas,University of Virginia,ppopp,1.0,0.5,2001
Sandhya Dwarkadas,University of Virginia,ppopp,1.0,0.2,2003
Sandra Scott-Hayward,Queen's University Belfast,socc,1.0,0.25,2014
Sandra Scott-Hayward,Queen's University Belfast,socc,1.0,0.25,2015
Sandra Scott-Hayward,Queen's University Belfast,socc,1.0,0.25,2016
Sandro Rigo,UNICAMP,socc,1.0,0.2,2018
Sang Lyul Min,Seoul National University,ppopp,1.0,0.5,1991
Sanjay Krishnan,University of Chicago,socc,1.0,0.25,2021
Sanjay V. Rajopadhye,Colorado State University,cgo,1.0,0.16667,2010
Sanjay V. Rajopadhye,Colorado State University,cgo,1.0,0.5,2012
Sanjay V. Rajopadhye,Colorado State University,ppopp,1.0,0.5,2007
Sanjay V. Rajopadhye,Colorado State University,ppopp,1.0,0.25,2013
Sanjay V. Rajopadhye,Colorado State University,ppopp,1.0,0.16667,2017
Santosh Nagarakatte,Rutgers University,cgo,1.0,0.5,2016
Santosh Nagarakatte,Rutgers University,cgo,1.0,0.5,2019
Santosh Nagarakatte,Rutgers University,cgo,1.0,0.25,2022
Santosh Pande,Georgia Institute of Technology,cgo,1.0,0.33333,2005
Santosh Pande,Georgia Institute of Technology,cgo,1.0,0.33333,2006
Santosh Pande,Georgia Institute of Technology,cgo,1.0,0.33333,2019
Santosh Pande,Georgia Institute of Technology,ppopp,1.0,0.33333,2010
Santosh Pande,Georgia Institute of Technology,ppopp,1.0,0.33333,2022
Sarah Nadi,University of Alberta,ecoop,1.0,0.2,2015
Sarita V. Adve,Univ. of Illinois at Urbana-Champaign,ppopp,1.0,0.16667,2018
Sarita V. Adve,Univ. of Illinois at Urbana-Champaign,ppopp,1.0,0.083333,2021
Sasa Misailovic,Univ. of Illinois at Urbana-Champaign,cgo,1.0,0.25,2017
Sasa Misailovic,Univ. of Illinois at Urbana-Champaign,cgo,1.0,0.33333,2020
Sasa Misailovic,Univ. of Illinois at Urbana-Champaign,ecoop,1.0,0.25,2011
Sasa Misailovic,Univ. of Illinois at Urbana-Champaign,ppopp,1.0,0.083333,2021
Satoshi Matsuoka,Tokyo Institute of Technology,cgo,1.0,0.2,2020
Satoshi Matsuoka,Tokyo Institute of Technology,ecoop,1.0,0.33333,1991
Satoshi Matsuoka,Tokyo Institute of Technology,ecoop,1.0,0.16667,2000
Satoshi Matsuoka,Tokyo Institute of Technology,ppopp,1.0,0.33333,1993
Satoshi Matsuoka,Tokyo Institute of Technology,ppopp,1.0,0.2,2015
Saumya K. Debray,University of Arizona,cgo,1.0,0.2,2007
Saumya K. Debray,University of Arizona,cgo,1.0,0.33333,2012
Saurabh Bagchi,Purdue University,cgo,1.0,0.25,2017
Saurabh Joshi 0001,IIT Hyderabad,ppopp,1.0,0.33333,2016
Saurabh Sinha,Univ. of Illinois at Urbana-Champaign,ecoop,1.0,0.25,2010
Scott A. Mahlke,University of Michigan,cgo,1.0,0.25,2003
Scott A. Mahlke,University of Michigan,cgo,2.0,0.5,2004
Scott A. Mahlke,University of Michigan,cgo,1.0,0.14286,2005
Scott A. Mahlke,University of Michigan,cgo,1.0,0.5,2006
Scott A. Mahlke,University of Michigan,cgo,1.0,0.33333,2007
Scott A. Mahlke,University of Michigan,cgo,1.0,0.25,2008
Scott A. Mahlke,University of Michigan,cgo,1.0,0.2,2009
Scott A. Mahlke,University of Michigan,cgo,1.0,0.5,2011
Scott A. Mahlke,University of Michigan,cgo,2.0,0.36667,2012
Scott A. Mahlke,University of Michigan,cgo,2.0,0.36667,2013
Scott A. Mahlke,University of Michigan,cgo,1.0,0.25,2020
Scott A. Mahlke,University of Michigan,cgo,1.0,0.16667,2022
Scott D. Stoller,Stony Brook University,ppopp,2.0,0.75,2005
Scott D. Stoller,Stony Brook University,ppopp,1.0,0.5,2006
Scott F. Smith 0001,Johns Hopkins University,ecoop,1.0,0.5,2001
Scott F. Smith 0001,Johns Hopkins University,ecoop,1.0,0.5,2002
Scott F. Smith 0001,Johns Hopkins University,ecoop,1.0,0.5,2004
Scott F. Smith 0001,Johns Hopkins University,ecoop,1.0,0.5,2016
Scott Owens,University of Kent,ecoop,1.0,1.0,2010
Scott Owens,University of Kent,ppopp,1.0,0.5,2016
Scott Rixner,Rice University,ppopp,1.0,0.33333,2003
Scott Rixner,Rice University,socc,1.0,0.5,2017
Scott Shenker,Univ. of California - Berkeley,socc,1.0,0.16667,2013
Scott Shenker,Univ. of California - Berkeley,socc,2.0,0.45,2014
Scott Shenker,Univ. of California - Berkeley,socc,2.0,0.41667,2020
Sebastian Erdweg,University of Mainz,ecoop,1.0,0.33333,2014
Sebastian Erdweg,University of Mainz,ecoop,1.0,0.2,2017
Sebastian Erdweg,University of Mainz,ecoop,1.0,0.5,2022
Sebastian Hack,Saarland University,cgo,1.0,0.2,2008
Sebastian Hack,Saarland University,cgo,1.0,0.5,2011
Sebastian Hack,Saarland University,cgo,1.0,0.33333,2015
Sebastian Hack,Saarland University,cgo,1.0,0.33333,2017
Sebastian Hack,Saarland University,cgo,1.0,0.33333,2018
Sebastian Hack,Saarland University,ppopp,1.0,0.33333,2012
Seif Haridi,KTH Royal Institute of Technology,ppopp,1.0,0.2,2021
Sergei Gorlatch,University of Münster,cgo,1.0,0.2,2018
Sergio Maffeis,Imperial College London,ecoop,1.0,0.5,2014
Sergio Miguel Fernandes,Universidade de Lisboa,ppopp,1.0,0.5,2011
Seth Copen Goldstein,Carnegie Mellon University,cgo,1.0,0.5,2003
Seth Copen Goldstein,Carnegie Mellon University,cgo,1.0,0.5,2005
Seth Copen Goldstein,Carnegie Mellon University,cgo,1.0,0.5,2008
Seth Copen Goldstein,Carnegie Mellon University,ppopp,1.0,0.33333,2016
Seung Ryoul Maeng,KAIST,socc,1.0,0.2,2017
Seunghee Shin,Binghamton University,socc,1.0,0.25,2020
Shahar Maoz,Tel Aviv University,ecoop,2.0,0.66667,2011
Shan Lu 0001,University of Chicago,socc,1.0,0.2,2018
Shang-Hua Teng,University of Southern California,ppopp,1.0,0.2,1993
Shang-Hua Teng,University of Southern California,ppopp,1.0,0.33333,1997
Sheldon X.-D. Tan,Univ. of California - Riverside,socc,1.0,0.16667,2015
Sheldon X.-D. Tan,Univ. of California - Riverside,socc,1.0,0.14286,2016
Sheng Chen 0008,University of Louisiana - Lafayette,ecoop,1.0,0.33333,2016
Shi-Min Hu 0001,Tsinghua University,cgo,1.0,0.33333,2018
ShiQing Ma,Rutgers University,socc,1.0,0.14286,2013
Shigeru Chiba,University of Tokyo,ecoop,1.0,0.5,1993
Shigeru Chiba,University of Tokyo,ecoop,1.0,1.0,2000
Shigeru Chiba,University of Tokyo,ecoop,1.0,0.25,2001
Shigeru Chiba,University of Tokyo,ecoop,2.0,1.0,2005
Shigeru Chiba,University of Tokyo,ecoop,1.0,0.5,2014
Shih-Chieh Chang,National Tsing Hua University,socc,1.0,0.16667,2016
Shih-Wei Liao,National Taiwan University,cgo,1.0,0.1,2004
Shih-Wei Liao,National Taiwan University,cgo,1.0,0.25,2006
Shih-Wei Liao,National Taiwan University,cgo,1.0,0.125,2010
Shih-Wei Liao,National Taiwan University,ppopp,1.0,0.2,1999
Shih-Wei Liao,National Taiwan University,ppopp,1.0,0.33333,2001
Shinpei Kato,University of Tokyo,socc,1.0,0.25,2017
Shiqing Ma,Rutgers University,cgo,1.0,0.14286,2019
Shivaram Venkataraman,University of Wisconsin - Madison,socc,1.0,0.2,2017
Shivaram Venkataraman,University of Wisconsin - Madison,socc,1.0,0.11111,2020
Shivaram Venkataraman,University of Wisconsin - Madison,socc,1.0,0.16667,2021
Shivnath Babu,Duke University,socc,1.0,1.0,2010
Shiyan Hu,University of Southampton,socc,1.0,0.14286,2015
Shiyi Wei,University of Texas at Dallas,ecoop,1.0,0.5,2014
Shiyi Wei,University of Texas at Dallas,ecoop,1.0,0.5,2015
Shmuel Sagiv,Tel Aviv University,ppopp,1.0,0.33333,2005
Shmuel Sagiv,Tel Aviv University,ppopp,1.0,0.25,2015
Shmuel Sagiv,Tel Aviv University,socc,1.0,0.25,2021
Shriram Krishnamurthi,Brown University,ecoop,1.0,0.33333,1998
Shriram Krishnamurthi,Brown University,ecoop,1.0,0.33333,2010
Shriram Krishnamurthi,Brown University,ecoop,1.0,0.25,2013
Shuaiwen Song,University of Sydney,cgo,2.0,0.5,2018
Shuaiwen Song,University of Sydney,ppopp,1.0,0.125,2018
Shuaiwen Song,University of Sydney,ppopp,1.0,0.125,2022
Shyhtsun Felix Wu,Univ. of California - Davis,ecoop,1.0,0.25,1989
Siew-Kei Lam,Nanyang Technological University,socc,2.0,0.58333,2011
Siew-Kei Lam,Nanyang Technological University,socc,1.0,0.25,2015
Siew-Kei Lam,Nanyang Technological University,socc,1.0,0.33333,2017
Siew-Kei Lam,Nanyang Technological University,socc,1.0,0.16667,2019
Simon A. Dobson,University of St Andrews,ecoop,1.0,0.5,2000
Simon J. Gay,University of Glasgow,ecoop,1.0,0.25,2021
Simone Campanoni,Northwestern University,cgo,1.0,0.16667,2012
Simone Campanoni,Northwestern University,cgo,1.0,0.25,2015
Simone Campanoni,Northwestern University,cgo,1.0,0.5,2020
Simone Campanoni,Northwestern University,cgo,1.0,0.076923,2022
Soham Chakraborty 0001,TU Delft,cgo,1.0,0.5,2016
Soham Chakraborty 0001,TU Delft,cgo,1.0,0.5,2017
Song Guo 0001,The Hong Kong Polytechnic University,socc,1.0,0.14286,2021
Songqing Chen,George Mason University,socc,1.0,0.16667,2021
Soonhoi Ha,Seoul National University,cgo,1.0,0.11111,2017
Sophia Drossopoulou,Imperial College London,ecoop,1.0,0.5,1997
Sophia Drossopoulou,Imperial College London,ecoop,1.0,0.25,2001
Sophia Drossopoulou,Imperial College London,ecoop,2.0,0.83333,2005
Sophia Drossopoulou,Imperial College London,ecoop,1.0,0.25,2006
Sophia Drossopoulou,Imperial College London,ecoop,1.0,0.33333,2007
Sophia Drossopoulou,Imperial College London,ecoop,2.0,0.58333,2008
Sophia Drossopoulou,Imperial College London,ecoop,1.0,0.5,2013
Sorav Bansal,IIT Delhi,cgo,1.0,0.2,2022
Soudeh Ghorbani,Johns Hopkins University,socc,1.0,0.14286,2014
Soumen Chakrabarti,IIT Bombay,ppopp,1.0,0.5,1993
Spyros Blanas,Ohio State University,socc,1.0,0.5,2013
Spyros Blanas,Ohio State University,socc,1.0,0.5,2015
Spyros Blanas,Ohio State University,socc,1.0,0.14286,2018
Sreepathi Pai,University of Rochester,cgo,1.0,0.5,2021
Sreepathi Pai,University of Rochester,ppopp,1.0,0.25,2017
Srinivas Narayana,Rutgers University,cgo,1.0,0.25,2022
Srinivasan Parthasarathy 0001,Ohio State University,ppopp,1.0,0.2,2007
Srinivasan Parthasarathy 0001,Ohio State University,socc,1.0,0.2,2021
Sriram Sankaranarayanan 0001,University of Colorado Boulder,ecoop,1.0,0.33333,2013
Stanley B. Zdonik,Brown University,ecoop,1.0,0.5,1988
Stefan Brunthaler,Bundeswehr University Munich,cgo,1.0,0.2,2013
Stefan Brunthaler,Bundeswehr University Munich,ecoop,1.0,1.0,2010
Stefan Brunthaler,Bundeswehr University Munich,ecoop,1.0,0.2,2018
Stefan Marr,University of Kent,ecoop,2.0,0.45,2019
Stefanos Kaxiras,Uppsala University,cgo,2.0,0.34286,2017
Stefanos Kaxiras,Uppsala University,socc,1.0,0.5,2012
Stephen F. Siegel,University of Delaware,ppopp,1.0,0.5,2005
Stephen Kell,King's College London,ecoop,1.0,0.16667,2013
Stephen M. Blackburn,Australian National University,cgo,1.0,0.25,2016
Stephen McCamant,University of Minnesota,cgo,1.0,0.25,2020
Stephen McCamant,University of Minnesota,ecoop,1.0,0.5,2004
Steven S. Lumetta,Univ. of Illinois at Urbana-Champaign,cgo,1.0,0.25,2003
Steven S. Lumetta,Univ. of Illinois at Urbana-Champaign,cgo,1.0,0.2,2015
Steven Swanson,Univ. of California - San Diego,ppopp,1.0,0.33333,2018
Steven Y. Ko,Simon Fraser University,socc,1.0,0.25,2010
Stijn Volckaert,KU Leuven,ecoop,1.0,0.2,2018
Stéphane Bressan,National University of Singapore,ppopp,1.0,0.25,2012
Stéphane Ducasse,CRIStAL,ecoop,1.0,0.25,2003
Stéphane Ducasse,CRIStAL,ecoop,1.0,0.25,2004
Stéphane Ducasse,CRIStAL,ecoop,1.0,0.25,2009
Stéphane Huot,CRIStAL,cgo,1.0,0.25,2016
Stéphane Lafortune,University of Michigan,cgo,1.0,0.16667,2013
Subhash Suri,Univ. of California - Santa Barbara,cgo,1.0,0.2,2006
Sucheta Soundarajan,Syracuse University,socc,1.0,0.14286,2016
Sujay Deb,IIIT Delhi,socc,1.0,0.25,2010
Sujay Deb,IIIT Delhi,socc,1.0,0.5,2014
Sujay Deb,IIIT Delhi,socc,1.0,0.16667,2018
Sujay Deb,IIIT Delhi,socc,2.0,0.5,2019
Sukyoung Ryu,KAIST,ecoop,1.0,0.5,2015
Sunghun Kim 0001,HKUST,ecoop,1.0,0.33333,2008
Sunghun Kim 0001,HKUST,ecoop,1.0,0.25,2021
Supreeth Shastri,University of Iowa,socc,1.0,0.5,2017
Supreeth Shastri,University of Iowa,socc,1.0,0.5,2018
Surender Baswana,IIT Kanpur,cgo,1.0,0.33333,2013
Suresh Jagannathan,Purdue University,cgo,1.0,0.33333,2009
Suresh Jagannathan,Purdue University,ecoop,1.0,0.5,1992
Suresh Jagannathan,Purdue University,ecoop,1.0,0.33333,2004
Suresh Jagannathan,Purdue University,ecoop,1.0,0.33333,2006
Suresh Jagannathan,Purdue University,ecoop,1.0,0.16667,2008
Suresh Jagannathan,Purdue University,ecoop,1.0,0.33333,2015
Suresh Jagannathan,Purdue University,ppopp,1.0,0.33333,2008
Susan Eisenbach,Imperial College London,ecoop,1.0,0.5,1997
Susan Eisenbach,Imperial College London,ecoop,1.0,0.33333,2012
Susmita Sur-Kolay,ISI Kolkata,socc,1.0,0.33333,2016
Sven Apel,Saarland University,ecoop,1.0,0.5,2021
Sérgio Soares,UFPE,ecoop,1.0,0.090909,2007
T. N. Vijaykumar,Purdue University,cgo,1.0,0.33333,2020
T. N. Vijaykumar,Purdue University,ppopp,1.0,0.2,2001
T. N. Vijaykumar,Purdue University,ppopp,1.0,0.33333,2007
T. S. E. Maibaum,McMaster University,ecoop,1.0,0.33333,1997
Tahsin M. Kurç,Stony Brook University,ppopp,1.0,0.2,2007
Tajana Rosing,Univ. of California - San Diego,socc,1.0,0.25,2020
Takuo Watanabe,Tokyo Institute of Technology,ecoop,1.0,0.33333,1991
Tao Xie 0001,Peking University,ecoop,1.0,1.0,2006
Tao Xie 0001,Peking University,ecoop,1.0,0.2,2009
Tao Xie 0001,Peking University,ecoop,1.0,0.14286,2018
Tao Yang 0009,Univ. of California - Santa Barbara,ppopp,1.0,0.5,1997
Tao Yang 0009,Univ. of California - Santa Barbara,ppopp,1.0,0.33333,1999
Tao Yang 0009,Univ. of California - Santa Barbara,ppopp,1.0,0.25,2003
Tarek S. Abdelrahman,University of Toronto,cgo,1.0,0.5,2012
Terng-Yin Hsu,National Chiao Tung University,socc,2.0,0.75,2019
Terrence S. T. Mak,University of Southampton,socc,1.0,0.16667,2018
Thambipillai Srikanthan,Nanyang Technological University,socc,3.0,0.91667,2011
Thambipillai Srikanthan,Nanyang Technological University,socc,1.0,0.25,2015
Thambipillai Srikanthan,Nanyang Technological University,socc,1.0,0.16667,2019
Thambipillai Srikanthan,Nanyang Technological University,socc,1.0,0.16667,2020
Theophilus Benson,Brown University,socc,1.0,0.5,2019
Thomas E. Anderson,University of Washington,socc,1.0,0.14286,2016
Thomas F. Wenisch,University of Michigan,socc,1.0,0.33333,2019
Thomas F. Wenisch,University of Michigan,socc,1.0,0.33333,2021
Thomas Kühne 0001,Victoria University of Wellington,ecoop,1.0,1.0,1999
Thomas Pasquier,University of British Columbia,socc,1.0,0.14286,2017
Thomas Pasquier,University of British Columbia,socc,1.0,0.25,2021
Thomas R. Gross,ETH Zurich,cgo,1.0,0.5,2012
Thomas R. Gross,ETH Zurich,cgo,1.0,0.33333,2018
Thomas R. Gross,ETH Zurich,ecoop,1.0,0.33333,2003
Thomas R. Gross,ETH Zurich,ecoop,1.0,0.33333,2007
Thomas R. Gross,ETH Zurich,ecoop,1.0,0.5,2011
Thomas R. Gross,ETH Zurich,ppopp,1.0,0.25,1993
Thomas R. Gross,ETH Zurich,ppopp,1.0,0.25,1999
Thomas R. Gross,ETH Zurich,ppopp,1.0,0.5,2015
Thomas R. Gross,ETH Zurich,ppopp,1.0,0.5,2017
Thomas R. Gross,ETH Zurich,ppopp,1.0,0.5,2019
Thomas R. Gross,ETH Zurich,ppopp,1.0,0.16667,2022
Thomas Rauber,University of Bayreuth,cgo,1.0,0.16667,2021
Thomas Ristenpart,Cornell University,socc,1.0,0.2,2016
Thorsten Strufe,TU Dresden,socc,1.0,0.14286,2018
Thu D. Nguyen,Rutgers University,socc,1.0,0.2,2015
Thu D. Nguyen,Rutgers University,socc,1.0,0.2,2018
Thu D. Nguyen,Rutgers University,socc,1.0,0.25,2022
Tian Guo 0001,Worcester Polytechnic Institute,socc,1.0,0.2,2015
Tian Guo 0001,Worcester Polytechnic Institute,socc,1.0,0.125,2021
Tian Tan 0001,Nanjing University,ecoop,1.0,0.25,2014
Tian Tan 0001,Nanjing University,ecoop,1.0,0.25,2016
Tianzheng Wang 0001,Simon Fraser University,ppopp,1.0,0.33333,2016
Tiark Rompf,Purdue University,cgo,1.0,0.14286,2016
Tiark Rompf,Purdue University,cgo,1.0,0.25,2018
Tiark Rompf,Purdue University,ecoop,1.0,0.25,2012
Tiark Rompf,Purdue University,ecoop,1.0,0.090909,2013
Tiark Rompf,Purdue University,ecoop,1.0,0.5,2017
Tiark Rompf,Purdue University,ecoop,1.0,0.25,2022
Tijs van der Storm,CWI,ecoop,1.0,0.25,2013
Tijs van der Storm,CWI,ecoop,1.0,0.33333,2014
Tilmann Rabl,Hasso Plattner Institute,socc,2.0,0.53333,2017
Tilmann Rabl,Hasso Plattner Institute,socc,1.0,0.11111,2018
Tim Kraska,Massachusetts Institute of Technology,ppopp,1.0,0.125,2018
Tim Kraska,Massachusetts Institute of Technology,socc,1.0,0.16667,2015
Timothy M. Jones 0001,University of Cambridge,cgo,1.0,0.25,2011
Timothy M. Jones 0001,University of Cambridge,cgo,1.0,0.16667,2012
Timothy M. Jones 0001,University of Cambridge,cgo,1.0,0.33333,2015
Timothy M. Jones 0001,University of Cambridge,cgo,1.0,0.5,2017
Timothy M. Jones 0001,University of Cambridge,cgo,1.0,0.5,2019
Timothy M. Jones 0001,University of Cambridge,cgo,1.0,0.5,2020
Timothy M. Jones 0001,University of Cambridge,cgo,1.0,0.25,2021
Timothy Sherwood,Univ. of California - Santa Barbara,cgo,1.0,0.33333,2005
Timothy Sherwood,Univ. of California - Santa Barbara,cgo,1.0,0.2,2006
Timothy Wood 0001,George Washington University,socc,1.0,0.1,2021
Timothy Zhu,Pennsylvania State University,socc,1.0,0.2,2014
Timothy Zhu,Pennsylvania State University,socc,1.0,0.33333,2016
Timothy Zhu,Pennsylvania State University,socc,1.0,0.33333,2017
Timothy Zhu,Pennsylvania State University,socc,1.0,0.33333,2019
Timothy Zhu,Pennsylvania State University,socc,1.0,0.25,2020
Timothy Zhu,Pennsylvania State University,socc,1.0,0.5,2021
Tinoosh Mohsenin,Univ. of Maryland - Baltimore County,socc,1.0,0.25,2018
Tinoosh Mohsenin,Univ. of Maryland - Baltimore County,socc,2.0,0.47619,2020
Tobias Wrigstad,Uppsala University,ecoop,1.0,0.5,2003
Tobias Wrigstad,Uppsala University,ecoop,1.0,0.2,2009
Tobias Wrigstad,Uppsala University,ecoop,1.0,0.5,2012
Tobias Wrigstad,Uppsala University,ecoop,1.0,0.5,2016
Tobias Wrigstad,Uppsala University,ecoop,1.0,0.5,2017
Tobias Wrigstad,Uppsala University,ecoop,1.0,0.2,2019
Todd C. Mowry,Carnegie Mellon University,cgo,1.0,0.25,2004
Todd D. Millstein,Univ. of California - Los Angeles,ecoop,1.0,0.5,1999
Todd D. Millstein,Univ. of California - Los Angeles,ecoop,1.0,0.5,2006
Todd D. Millstein,Univ. of California - Los Angeles,ecoop,1.0,0.5,2008
Todd D. Millstein,Univ. of California - Los Angeles,ecoop,1.0,0.25,2009
Todd D. Millstein,Univ. of California - Los Angeles,ecoop,1.0,0.33333,2010
Todd D. Millstein,Univ. of California - Los Angeles,socc,1.0,0.14286,2016
Todd M. Austin,University of Michigan,cgo,1.0,0.25,2011
Todd M. Austin,University of Michigan,cgo,1.0,0.2,2013
Todd M. Austin,University of Michigan,cgo,1.0,0.25,2015
Todd M. Austin,University of Michigan,cgo,1.0,0.5,2019
Tom Schrijvers,KU Leuven,ecoop,1.0,0.33333,2018
Tom Schrijvers,KU Leuven,ecoop,1.0,0.25,2020
Tomas Petricek 0001,Charles University,ecoop,1.0,1.0,2017
Tomi Männistö,University of Helsinki,ecoop,1.0,0.25,1994
Tommi Mikkonen,University of Helsinki,ecoop,1.0,0.5,2000
Tomofumi Yuki,Ecole Normale Superieure de Lyon,cgo,1.0,0.16667,2010
Tomofumi Yuki,Ecole Normale Superieure de Lyon,ppopp,1.0,0.25,2013
Tomás Vojnar,Brno University of Technology,ecoop,1.0,0.16667,2022
Tony Nowatzki,Univ. of California - Los Angeles,cgo,1.0,0.16667,2021
Tor M. Aamodt,University of British Columbia,socc,1.0,0.33333,2015
Torsten Hoefler,ETH Zurich,cgo,1.0,0.16667,2021
Torsten Hoefler,ETH Zurich,ppopp,1.0,0.33333,2010
Torsten Hoefler,ETH Zurich,ppopp,1.0,0.2,2013
Torsten Hoefler,ETH Zurich,ppopp,1.0,0.25,2017
Torsten Hoefler,ETH Zurich,ppopp,1.0,0.2,2018
Torsten Hoefler,ETH Zurich,ppopp,1.0,0.14286,2019
Torsten Hoefler,ETH Zurich,ppopp,1.0,0.2,2020
Torsten Hoefler,ETH Zurich,ppopp,1.0,0.16667,2021
Torsten Hoefler,ETH Zurich,ppopp,1.0,0.5,2022
Toshio Endo,Tokyo Institute of Technology,cgo,1.0,0.2,2020
Toshio Endo,Tokyo Institute of Technology,ppopp,1.0,0.25,2003
Trevor Brown 0001,University of Waterloo,ppopp,1.0,0.33333,2014
Trevor Brown 0001,University of Waterloo,ppopp,1.0,0.5,2018
Trevor Brown 0001,University of Waterloo,ppopp,1.0,0.33333,2020
Trevor Brown 0001,University of Waterloo,ppopp,1.0,0.33333,2021
Trevor Brown 0001,University of Waterloo,ppopp,2.0,0.83333,2022
Trevor E. Carlson,National University of Singapore,cgo,1.0,0.14286,2017
Trevor E. Carlson,National University of Singapore,cgo,1.0,0.16667,2021
Trevor E. Carlson,National University of Singapore,socc,1.0,0.14286,2020
Trevor N. Mudge,University of Michigan,cgo,1.0,0.2,2009
Tsung-Yi Ho,Chinese University of Hong Kong,socc,1.0,0.25,2011
Tulika Mitra,National University of Singapore,cgo,1.0,0.25,2015
Tulika Mitra,National University of Singapore,ppopp,1.0,0.33333,2003
Tung Nguyen,Utah State University,socc,1.0,0.2,2013
Uday Bondhugula,IISc Bangalore,cgo,1.0,0.1,2021
Uday Bondhugula,IISc Bangalore,ppopp,1.0,0.33333,2007
Uday Bondhugula,IISc Bangalore,ppopp,1.0,0.16667,2008
Uday Bondhugula,IISc Bangalore,ppopp,1.0,0.16667,2009
Uday Bondhugula,IISc Bangalore,ppopp,1.0,0.5,2015
Uday Bondhugula,IISc Bangalore,ppopp,1.0,0.5,2018
